2013-04-28 00:00:00,1574293336
2013-04-29 00:00:00,1566112768
2013-04-30 00:00:00,1673506768
2013-05-01 00:00:00,1616721168
2013-05-02 00:00:00,1357432652
2013-05-03 00:00:00,1238677416
2013-05-04 00:00:00,1142366448
2013-05-05 00:00:00,1315284936
2013-05-06 00:00:00,1351825952
2013-05-07 00:00:00,1307058316
2013-05-08 00:00:00,1276646284
2013-05-09 00:00:00,1319317132
2013-05-10 00:00:00,1315558048
2013-05-11 00:00:00,1371707984
2013-05-12 00:00:00,1347682916
2013-05-13 00:00:00,1337343232
2013-05-14 00:00:00,1373531936
2013-05-15 00:00:00,1292602436
2013-05-16 00:00:00,1326410932
2013-05-17 00:00:00,1370785916
2013-05-18 00:00:00,1435861068
2013-05-19 00:00:00,1435015448
2013-05-20 00:00:00,1427872852
2013-05-21 00:00:00,1420827568
2013-05-22 00:00:00,1429295348
2013-05-23 00:00:00,1440507032
2013-05-24 00:00:00,1470047168
2013-05-25 00:00:00,1547115752
2013-05-26 00:00:00,1534153852
2013-05-27 00:00:00,1553650800
2013-05-28 00:00:00,1510226516
2013-05-29 00:00:00,1502004252
2013-05-30 00:00:00,1538820232
2013-05-31 00:00:00,1498863684
2013-06-01 00:00:00,1499172136
2013-06-02 00:00:00,1503308084
2013-06-03 00:00:00,1425868368
2013-06-04 00:00:00,1406288832
2013-06-05 00:00:00,1417448116
2013-06-06 00:00:00,1423895568
2013-06-07 00:00:00,1389770900
2013-06-08 00:00:00,1297400652
2013-06-09 00:00:00,1262041484
2013-06-10 00:00:00,1175453948
2013-06-11 00:00:00,1244591500
2013-06-12 00:00:00,1273532336
2013-06-13 00:00:00,1271386716
2013-06-14 00:00:00,1215095668
2013-06-15 00:00:00,1168643016
2013-06-16 00:00:00,1165874600
2013-06-17 00:00:00,1168511100
2013-06-18 00:00:00,1194756984
2013-06-19 00:00:00,1253269568
2013-06-20 00:00:00,1267178948
2013-06-21 00:00:00,1302568464
2013-06-22 00:00:00,1292929784
2013-06-23 00:00:00,1279420568
2013-06-24 00:00:00,1281020352
2013-06-25 00:00:00,1210303448
2013-06-26 00:00:00,1224031684
2013-06-27 00:00:00,1233589516
2013-06-28 00:00:00,1211404764
2013-06-29 00:00:00,1126395684
2013-06-30 00:00:00,1131243168
2013-07-01 00:00:00,1164396284
2013-07-02 00:00:00,1056296516
2013-07-03 00:00:00,1081516500
2013-07-04 00:00:00,947851992
2013-07-05 00:00:00,961375516
2013-07-06 00:00:00,825729576
2013-07-07 00:00:00,829556600
2013-07-08 00:00:00,923061300
2013-07-09 00:00:00,915388224
2013-07-10 00:00:00,924494984
2013-07-11 00:00:00,1057928684
2013-07-12 00:00:00,1067346200
2013-07-13 00:00:00,1126562032
2013-07-14 00:00:00,1183105468
2013-07-15 00:00:00,1124381000
2013-07-16 00:00:00,1187660032
2013-07-17 00:00:00,1164755864
2013-07-18 00:00:00,1187095232
2013-07-19 00:00:00,1086037616
2013-07-20 00:00:00,1110172532
2013-07-21 00:00:00,1083938200
2013-07-22 00:00:00,1110698700
2013-07-23 00:00:00,1105612768
2013-07-24 00:00:00,1153358484
2013-07-25 00:00:00,1140978300
2013-07-26 00:00:00,1170103064
2013-07-27 00:00:00,1158228668
2013-07-28 00:00:00,1139917152
2013-07-29 00:00:00,1189747132
2013-07-30 00:00:00,1224010532
2013-07-31 00:00:00,1299348352
2013-08-01 00:00:00,1277454552
2013-08-02 00:00:00,1263768852
2013-08-03 00:00:00,1258277148
2013-08-04 00:00:00,1313261732
2013-08-05 00:00:00,1315533700
2013-08-06 00:00:00,1329581264
2013-08-07 00:00:00,1322309332
2013-08-08 00:00:00,1318895932
2013-08-09 00:00:00,1275842200
2013-08-10 00:00:00,1273058652
2013-08-11 00:00:00,1273439716
