id,time_unix,symbol,slug,open,high,low,close,volume,marketcap,created_at,updated_at
237415,1544713200,TIT,titcoin,0.001125,0.001156,0.000892,0.001133,382.0,56555.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237416,1544626800,TIT,titcoin,0.000873,0.001158,0.000818,0.001125,810.0,56158.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237417,1544540400,TIT,titcoin,0.000855,0.000884,0.000853,0.000872,5.0,43520.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237418,1544454000,TIT,titcoin,0.00119,0.001196,0.000855,0.000856,5.0,42720.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237419,1544367600,TIT,titcoin,0.001228,0.001241,0.000956,0.001191,4.0,59432.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237420,1544281200,TIT,titcoin,0.000868,0.001254,0.000867,0.00123,17.0,61361.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237421,1544194800,TIT,titcoin,0.000854,0.001345,0.000837,0.00087,24.0,43415.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237422,1544108400,TIT,titcoin,0.000737,0.001483,0.000712,0.000855,120.0,42661.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237423,1544022000,TIT,titcoin,0.000937,0.000967,0.000739,0.000739,48.0,36850.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237424,1543935600,TIT,titcoin,0.000831,0.000979,0.000812,0.000937,12.0,46772.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237425,1543849200,TIT,titcoin,0.000814,0.001016,0.000804,0.00083,30.0,41428.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237426,1543762800,TIT,titcoin,0.000874,0.000874,0.000807,0.000814,6.0,40626.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237427,1543676400,TIT,titcoin,0.001048,0.001078,0.000862,0.000869,8.0,43381.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237428,1543590000,TIT,titcoin,0.000925,0.001068,0.00087,0.001049,26.0,52325.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237429,1543503600,TIT,titcoin,0.000901,0.001665,0.000825,0.000923,119.0,46047.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237430,1543417200,TIT,titcoin,0.000982,0.000983,0.000876,0.000898,35.0,44830.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237431,1543330800,TIT,titcoin,0.000841,0.000997,0.000841,0.000978,3.0,48786.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237432,1543244400,TIT,titcoin,0.000866,0.000873,0.000803,0.00084,7.0,41929.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237433,1543158000,TIT,titcoin,0.000961,0.00116,0.000832,0.000867,5.0,43261.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237434,1543071600,TIT,titcoin,0.000928,0.000994,0.000848,0.000961,8.0,47968.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237435,1542985200,TIT,titcoin,0.00104,0.001257,0.000901,0.000928,7.0,46296.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237436,1542898800,TIT,titcoin,0.001041,0.001056,0.001005,0.001041,6.0,51923.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237437,1542812400,TIT,titcoin,0.001148,0.001297,0.001043,0.001046,11.0,52191.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
237438,1542726000,TIT,titcoin,0.001111,0.00117,0.001083,0.001153,40.0,57509.0,2018-12-15 09:10:04 UTC,2018-12-15 09:10:04 UTC
