id,time_unix,symbol,slug,open,high,low,close,volume,marketcap,created_at,updated_at
934667,1544713200,ZCR,zcore,0.202812,0.219808,0.199381,0.20392,13374.0,496506.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934668,1544626800,ZCR,zcore,0.226366,0.227454,0.202352,0.20293,17005.0,492319.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934669,1544540400,ZCR,zcore,0.225675,0.230197,0.218869,0.226704,18411.0,547983.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934670,1544454000,ZCR,zcore,0.219582,0.240456,0.20886,0.226117,21027.0,544475.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934671,1544367600,ZCR,zcore,0.217097,0.240751,0.21218,0.216894,18467.0,520297.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934672,1544281200,ZCR,zcore,0.203665,0.223336,0.203248,0.217719,18026.0,520287.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934673,1544194800,ZCR,zcore,0.190966,0.220838,0.190878,0.204245,9487.0,486213.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934674,1544108400,ZCR,zcore,0.203496,0.203496,0.183113,0.191085,14889.0,453136.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934675,1544022000,ZCR,zcore,0.212291,0.243078,0.202072,0.203886,10549.0,481640.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934676,1543935600,ZCR,zcore,0.220443,0.23427,0.2027,0.213004,15765.0,501240.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934677,1543849200,ZCR,zcore,0.204093,0.272155,0.196255,0.220208,14210.0,516171.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934678,1543762800,ZCR,zcore,0.202006,0.209675,0.152263,0.204224,12650.0,476837.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934679,1543676400,ZCR,zcore,0.21329,0.217862,0.19387,0.200824,15232.0,467073.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934680,1543590000,ZCR,zcore,0.218251,0.229171,0.184035,0.212006,11718.0,491146.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934681,1543503600,ZCR,zcore,0.234894,0.234894,0.18326,0.226707,16896.0,523121.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934682,1543417200,ZCR,zcore,0.250799,0.258016,0.224386,0.224386,12390.0,332020.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934683,1543330800,ZCR,zcore,0.231783,0.261683,0.230351,0.249989,18401.0,369904.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
934684,1543244400,ZCR,zcore,0.226572,0.237078,0.220643,0.231774,18139.0,342951.0,2018-12-15 11:51:19 UTC,2018-12-15 11:51:19 UTC
