id,time_unix,symbol,open,high,low,close,volume,marketcap,created_at,updated_at
948054,1541721600,DCY,0.000192,0.000194,0.00019,0.00019,154.0,339262.0,2018-11-10 00:31:15 UTC,2018-11-10 00:31:15 UTC
945900,1541635200,DCY,0.000196,0.000196,0.000192,0.000192,236.0,342210.0,2018-11-09 00:31:56 UTC,2018-11-09 00:31:56 UTC
945901,1541548800,DCY,0.000195,0.000197,0.000194,0.000196,160.0,349400.0,2018-11-09 00:31:56 UTC,2018-11-09 00:31:56 UTC
945902,1541462400,DCY,0.000256,0.000257,0.000185,0.000195,151.0,345764.0,2018-11-09 00:31:56 UTC,2018-11-09 00:31:56 UTC
945903,1541376000,DCY,0.000257,0.000259,0.000193,0.000255,447.0,454372.0,2018-11-09 00:31:56 UTC,2018-11-09 00:31:56 UTC
945904,1541289600,DCY,0.000255,0.000257,0.000253,0.000257,5.0,457943.0,2018-11-09 00:31:56 UTC,2018-11-09 00:31:56 UTC
945905,1541203200,DCY,0.000255,0.000255,0.000255,0.000255,0.0,453571.0,2018-11-09 00:31:56 UTC,2018-11-09 00:31:56 UTC
945906,1541116800,DCY,0.00019,0.000255,0.000127,0.000255,590.0,453407.0,2018-11-09 00:31:56 UTC,2018-11-09 00:31:56 UTC
945907,1541030400,DCY,0.000189,0.00019,0.000189,0.00019,58.0,337240.0,2018-11-09 00:31:56 UTC,2018-11-09 00:31:56 UTC
945908,1540944000,DCY,0.000189,0.00019,0.000189,0.000189,196.0,335076.0,2018-11-09 00:31:56 UTC,2018-11-09 00:31:56 UTC
945909,1540857600,DCY,0.000189,0.00019,0.000189,0.000189,173.0,335292.0,2018-11-09 00:31:56 UTC,2018-11-09 00:31:56 UTC
945910,1540771200,DCY,0.000194,0.000259,0.000188,0.000189,154.0,336350.0,2018-11-09 00:31:56 UTC,2018-11-09 00:31:56 UTC
945911,1540684800,DCY,0.000194,0.000195,0.000192,0.000194,17.0,345135.0,2018-11-09 00:31:56 UTC,2018-11-09 00:31:56 UTC
945912,1540598400,DCY,0.000193,0.000195,0.000193,0.000193,76.0,342209.0,2018-11-09 00:31:56 UTC,2018-11-09 00:31:56 UTC
945913,1540512000,DCY,0.000193,0.000194,0.000139,0.000194,81.0,344112.0,2018-11-09 00:31:56 UTC,2018-11-09 00:31:56 UTC
945914,1540425600,DCY,0.000194,0.000235,0.000192,0.000193,226.0,342748.0,2018-11-09 00:31:56 UTC,2018-11-09 00:31:56 UTC
933573,1540339200,DCY,0.000193,0.000255,0.000193,0.000194,717.0,342468.0,2018-10-26 00:11:57 UTC,2018-10-26 00:11:57 UTC
932061,1540252800,DCY,0.000257,0.000258,0.000192,0.000194,81.0,455120.0,2018-10-25 00:14:57 UTC,2018-10-25 00:14:57 UTC
930409,1540166400,DCY,0.000259,0.000263,0.00021,0.000257,1236.0,458994.0,2018-10-24 00:19:52 UTC,2018-10-24 00:19:52 UTC
928674,1540080000,DCY,0.000218,0.000262,0.000217,0.000259,51.0,386419.0,2018-10-23 00:25:21 UTC,2018-10-23 00:25:21 UTC
925491,1539993600,DCY,0.00019,0.000218,0.000186,0.000218,167.0,335989.0,2018-10-22 00:15:45 UTC,2018-10-22 00:15:45 UTC
923732,1539907200,DCY,0.000208,0.000208,0.00019,0.00019,49.0,367055.0,2018-10-21 00:15:52 UTC,2018-10-21 00:15:52 UTC
635569,1539820800,DCY,0.00023,0.00023,0.000193,0.000208,40.0,405830.0,2018-10-19 04:17:30 UTC,2018-10-19 04:17:30 UTC
635570,1539734400,DCY,0.000215,0.000242,0.000174,0.000229,127.0,379279.0,2018-10-19 04:17:30 UTC,2018-10-19 04:17:30 UTC
635571,1539648000,DCY,0.000205,0.000264,0.000202,0.000214,52.0,362548.0,2018-10-19 04:17:30 UTC,2018-10-19 04:17:30 UTC
635572,1539561600,DCY,0.000249,0.000279,0.000198,0.000205,47.0,439724.0,2018-10-19 04:17:30 UTC,2018-10-19 04:17:30 UTC
635573,1539475200,DCY,0.000249,0.000253,0.000203,0.000249,78.0,439940.0,2018-10-19 04:17:30 UTC,2018-10-19 04:17:30 UTC
635574,1539388800,DCY,0.000274,0.000276,0.000187,0.000249,306.0,483173.0,2018-10-19 04:17:30 UTC,2018-10-19 04:17:30 UTC
635575,1539302400,DCY,0.000186,0.000276,0.000125,0.000274,721.0,328339.0,2018-10-19 04:17:30 UTC,2018-10-19 04:17:30 UTC
635576,1539216000,DCY,0.00021,0.000254,0.000185,0.000186,55.0,370638.0,2018-10-19 04:17:30 UTC,2018-10-19 04:17:30 UTC
635577,1539129600,DCY,0.000198,0.000211,0.00015,0.000211,138.0,349314.0,2018-10-19 04:17:30 UTC,2018-10-19 04:17:30 UTC
