id,time_unix,symbol,open,high,low,close,volume,marketcap,created_at,updated_at
1783378,1539270000,ELEC,0.007491,0.008136,0.007432,0.007916,25504.0,3354668.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783379,1539183600,ELEC,0.008854,0.008859,0.006651,0.007454,39453.0,3965163.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783380,1539097200,ELEC,0.009266,0.009366,0.008181,0.008842,41360.0,4149821.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783381,1539010800,ELEC,0.009222,0.009399,0.00895,0.009288,8120.0,4130150.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783382,1538924400,ELEC,0.00909,0.009781,0.009076,0.00921,35260.0,4071037.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783383,1538838000,ELEC,0.009071,0.00935,0.008892,0.009071,37741.0,4062387.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783384,1538751600,ELEC,0.009108,0.009254,0.008813,0.009056,17934.0,4078907.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783385,1538665200,ELEC,0.008703,0.009107,0.00847,0.009102,31716.0,3897767.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783386,1538578800,ELEC,0.009041,0.009196,0.008685,0.008704,36477.0,4048905.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783387,1538492400,ELEC,0.009065,0.009065,0.008316,0.009038,27335.0,4059614.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783388,1538406000,ELEC,0.009277,0.009454,0.008765,0.009062,52697.0,4154816.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783389,1538319600,ELEC,0.009119,0.009362,0.008918,0.00929,35363.0,4084131.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783390,1538233200,ELEC,0.009109,0.009419,0.008772,0.009124,107881.0,4079625.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783391,1538146800,ELEC,0.008926,0.00923,0.008576,0.009118,26366.0,3997407.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783392,1538060400,ELEC,0.008982,0.009304,0.008644,0.008941,55096.0,4022453.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783393,1537974000,ELEC,0.008101,0.009069,0.008071,0.008976,17750.0,3627918.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783394,1537887600,ELEC,0.008553,0.008764,0.008079,0.008104,50183.0,3830403.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783395,1537801200,ELEC,0.00836,0.008872,0.007818,0.008506,34223.0,3744024.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783396,1537714800,ELEC,0.008586,0.008663,0.008204,0.008341,49674.0,3845313.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783397,1537628400,ELEC,0.009262,0.009529,0.008415,0.008553,20415.0,4147919.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783398,1537542000,ELEC,0.009411,0.009679,0.00892,0.009277,34954.0,4214608.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783399,1537455600,ELEC,0.008091,0.009441,0.00799,0.00939,44154.0,3623541.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783400,1537369200,ELEC,0.00786,0.008099,0.007254,0.008092,44966.0,3520206.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783401,1537282800,ELEC,0.00761,0.008251,0.007273,0.007855,29836.0,3408086.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783402,1537196400,ELEC,0.007668,0.007964,0.006894,0.007617,39552.0,3434091.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783403,1537110000,ELEC,0.008589,0.008623,0.007408,0.007669,33024.0,3846767.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783404,1537023600,ELEC,0.009287,0.009287,0.007708,0.008587,45439.0,4159035.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783405,1536937200,ELEC,0.008747,0.009547,0.008747,0.00928,18361.0,3917515.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783406,1536850800,ELEC,0.009509,0.010397,0.007944,0.00876,119227.0,4258801.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783407,1536764400,ELEC,0.008921,0.010352,0.008663,0.009545,93417.0,3995214.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783408,1536678000,ELEC,0.00921,0.009251,0.008463,0.008912,24400.0,4124504.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783409,1536591600,ELEC,0.009614,0.010307,0.008679,0.00921,49969.0,4305577.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783410,1536505200,ELEC,0.010664,0.010975,0.009485,0.0096,14969.0,4776011.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783411,1536418800,ELEC,0.010637,0.011277,0.010187,0.010657,42338.0,4763924.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783412,1536332400,ELEC,0.01192,0.012034,0.009778,0.010707,98593.0,5338537.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783413,1536246000,ELEC,0.012875,0.013187,0.012018,0.012069,82309.0,5766308.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783414,1536159600,ELEC,0.011445,0.012909,0.010459,0.012865,112835.0,5125602.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783415,1536073200,ELEC,0.014305,0.014406,0.011445,0.011445,45744.0,6406501.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783416,1535986800,ELEC,0.014443,0.014564,0.013658,0.014309,78314.0,6468263.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783417,1535900400,ELEC,0.014075,0.0148,0.014075,0.014441,157855.0,6303709.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783418,1535814000,ELEC,0.014315,0.014501,0.013681,0.014009,73644.0,6410854.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783419,1535727600,ELEC,0.01284,0.014689,0.012808,0.014313,154357.0,5750147.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783420,1535641200,ELEC,0.011523,0.01296,0.011358,0.012845,20681.0,5160447.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783421,1535554800,ELEC,0.012101,0.012181,0.011158,0.011519,228824.0,5419652.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783422,1535468400,ELEC,0.012575,0.013159,0.011857,0.012094,237089.0,5631774.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783423,1535382000,ELEC,0.012308,0.01294,0.012167,0.012899,233594.0,5512110.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783424,1535295600,ELEC,0.011116,0.012262,0.010627,0.012262,241855.0,4978187.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783425,1535209200,ELEC,0.01172,0.01221,0.010554,0.011097,216755.0,5248691.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783426,1535122800,ELEC,0.011588,0.012194,0.009912,0.011719,203114.0,5189629.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783427,1535036400,ELEC,0.011007,0.011757,0.010941,0.01162,248509.0,4929511.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783428,1534950000,ELEC,0.01105,0.011557,0.010894,0.010993,273970.0,4948919.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783429,1534863600,ELEC,0.011616,0.012631,0.010843,0.01101,273169.0,5202110.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783430,1534777200,ELEC,0.009909,0.011643,0.009899,0.01115,276937.0,4437581.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783431,1534690800,ELEC,0.010912,0.010991,0.009777,0.009953,218525.0,4886916.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783432,1534604400,ELEC,0.010532,0.01158,0.010166,0.010911,215843.0,4716560.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783433,1534518000,ELEC,0.011692,0.012269,0.010268,0.010523,220814.0,5236218.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783434,1534431600,ELEC,0.009185,0.012878,0.009128,0.011649,311717.0,4113559.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783435,1534345200,ELEC,0.009197,0.009978,0.008659,0.009177,247624.0,4118901.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783436,1534258800,ELEC,0.008777,0.009876,0.008777,0.0092,272898.0,3930760.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783437,1534172400,ELEC,0.008564,0.008951,0.007564,0.008716,233128.0,3835587.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783438,1534086000,ELEC,0.009498,0.009984,0.008157,0.008559,292256.0,4253543.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783439,1533999600,ELEC,0.0089,0.009983,0.008555,0.009291,298244.0,3954536.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783440,1533913200,ELEC,0.009874,0.009987,0.008661,0.009253,283034.0,4387272.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783441,1533826800,ELEC,0.011267,0.011395,0.009906,0.010001,292031.0,5006207.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783442,1533740400,ELEC,0.008892,0.011645,0.0088,0.011279,420913.0,3950803.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783443,1533654000,ELEC,0.012768,0.012768,0.008395,0.008835,488064.0,5673272.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783444,1533567600,ELEC,0.014153,0.014361,0.012802,0.012976,410094.0,6288609.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783445,1533481200,ELEC,0.015628,0.016119,0.014146,0.014444,504135.0,6944071.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783446,1533394800,ELEC,0.014735,0.01611,0.014528,0.015314,438131.0,6547056.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783447,1533308400,ELEC,0.015989,0.016686,0.012528,0.014743,310332.0,7104216.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783448,1533222000,ELEC,0.015882,0.018295,0.015429,0.016592,679982.0,7056778.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783449,1533135600,ELEC,0.01824,0.018382,0.015695,0.015874,549422.0,8104405.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783450,1533049200,ELEC,0.019696,0.019843,0.018669,0.018843,515300.0,8751618.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783451,1532962800,ELEC,0.021438,0.029645,0.01946,0.019713,555894.0,9467105.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783452,1532876400,ELEC,0.021507,0.022655,0.020902,0.02143,514763.0,9497849.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783453,1532790000,ELEC,0.021897,0.022644,0.020964,0.021511,532513.0,9669856.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783454,1532703600,ELEC,0.021715,0.022766,0.020343,0.021874,575190.0,9589350.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783455,1532617200,ELEC,0.020414,0.021922,0.019733,0.021718,613015.0,9014862.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
1783456,1532530800,ELEC,0.022171,0.022403,0.019165,0.020422,707338.0,9746427.0,2018-10-13 08:46:17 UTC,2018-10-13 08:46:17 UTC
