id,time_unix,symbol,slug,open,high,low,close,volume,marketcap,created_at,updated_at
450920,1544713200,PONZI,ponzicoin,0.001131,0.001628,0.001131,0.001588,9.0,1367.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450921,1544626800,PONZI,ponzicoin,0.001152,0.001152,0.001122,0.001131,0.0,974.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450922,1544540400,PONZI,ponzicoin,0.001606,0.001606,0.001027,0.001151,6.0,991.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450923,1544454000,PONZI,ponzicoin,0.001645,0.001653,0.001592,0.001606,0.0,1383.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450924,1544367600,PONZI,ponzicoin,0.0013,0.001654,0.001159,0.001646,1.0,1418.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450925,1544281200,PONZI,ponzicoin,0.001735,0.001796,0.001288,0.001302,19.0,1121.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450926,1544194800,PONZI,ponzicoin,0.001948,0.001975,0.001417,0.00174,8.0,1498.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450927,1544108400,PONZI,ponzicoin,0.002141,0.002141,0.00139,0.001949,80.0,1679.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450928,1544022000,PONZI,ponzicoin,0.001274,0.003583,0.001268,0.002145,476.0,1847.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450929,1543935600,PONZI,ponzicoin,0.001306,0.00131,0.00124,0.001275,3.0,1098.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450930,1543849200,PONZI,ponzicoin,0.001821,0.00187,0.001291,0.001305,25.0,1123.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450931,1543762800,PONZI,ponzicoin,0.001291,0.001839,0.001235,0.001822,0.0,1569.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450932,1543676400,PONZI,ponzicoin,0.00197,0.002027,0.001272,0.001283,84.0,1105.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450933,1543590000,PONZI,ponzicoin,0.002133,0.002139,0.001194,0.001971,94.0,1698.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450934,1543503600,PONZI,ponzicoin,0.002499,0.003694,0.001953,0.002127,157.0,1831.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450935,1543417200,PONZI,ponzicoin,0.002476,0.00256,0.002396,0.002499,0.0,2152.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450936,1543330800,PONZI,ponzicoin,0.001742,0.002545,0.001742,0.002466,17.0,2123.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450937,1543244400,PONZI,ponzicoin,0.001733,0.00175,0.001703,0.001742,0.0,1500.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450938,1543158000,PONZI,ponzicoin,0.001882,0.001921,0.001664,0.001734,6.0,1493.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450939,1543071600,PONZI,ponzicoin,0.002553,0.002564,0.00187,0.001883,64.0,1621.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450940,1542985200,PONZI,ponzicoin,0.00286,0.002914,0.002439,0.002551,2.0,2197.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450941,1542898800,PONZI,ponzicoin,0.003512,0.003549,0.002136,0.002862,39.0,2464.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
450942,1542812400,PONZI,ponzicoin,0.003039,0.003709,0.003039,0.00353,16.0,3040.0,2018-12-15 09:41:52 UTC,2018-12-15 09:41:52 UTC
