id,time_unix,symbol,open,high,low,close,volume,marketcap,created_at,updated_at
1840950,1539270000,FTT,0.002818,0.003355,0.002651,0.003339,5393.0,1691084.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
1840951,1539183600,FTT,0.003134,0.00327,0.002766,0.00294,2789.0,1880494.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
1840952,1539097200,FTT,0.002844,0.003357,0.002747,0.003139,2834.0,1706165.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
1840953,1539010800,FTT,0.003502,0.003533,0.002784,0.002868,795.0,2101175.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
1840954,1538924400,FTT,0.003089,0.003544,0.003067,0.003496,292.0,1853348.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
1840955,1538838000,FTT,0.003309,0.003341,0.003126,0.003173,447.0,1985445.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
1840956,1538751600,FTT,0.003956,0.003975,0.002776,0.003453,3697.0,2373702.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
1840957,1538665200,FTT,0.002758,0.003952,0.002746,0.003948,2811.0,1654906.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
1840958,1538578800,FTT,0.003146,0.003189,0.002298,0.002756,4516.0,1887689.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
1840959,1538492400,FTT,0.003016,0.003103,0.002449,0.002585,3482.0,1809665.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
1840960,1538406000,FTT,0.002985,0.003241,0.002494,0.003015,15679.0,1791241.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
1840961,1538319600,FTT,0.002632,0.003048,0.002506,0.002989,8196.0,1578999.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
1840962,1538233200,FTT,0.002751,0.004146,0.002463,0.002632,533.0,1650464.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
1840963,1538146800,FTT,0.003243,0.003377,0.002247,0.002753,1007.0,1945700.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
1840964,1538060400,FTT,0.003316,0.003336,0.002977,0.003248,104.0,1989574.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
1840965,1537974000,FTT,0.003256,0.004017,0.003031,0.003314,8857.0,1953484.0,2018-10-13 08:55:26 UTC,2018-10-13 08:55:26 UTC
