id,time_unix,symbol,open,high,low,close,volume,marketcap,created_at,updated_at
1261171,1539270000,OK,0.030035,0.030915,0.028895,0.030218,29962.0,2229095.0,2018-10-13 07:57:35 UTC,2018-10-13 07:57:35 UTC
1261172,1539183600,OK,0.036263,0.036291,0.029897,0.030074,38670.0,2691232.0,2018-10-13 07:57:35 UTC,2018-10-13 07:57:35 UTC
1261173,1539097200,OK,0.037555,0.038009,0.035651,0.036379,33504.0,2787053.0,2018-10-13 07:57:35 UTC,2018-10-13 07:57:35 UTC
1261174,1539010800,OK,0.037889,0.03927,0.037443,0.037681,66893.0,2811764.0,2018-10-13 07:57:35 UTC,2018-10-13 07:57:35 UTC
1261175,1538924400,OK,0.035614,0.040634,0.03552,0.037567,273499.0,2642928.0,2018-10-13 07:57:35 UTC,2018-10-13 07:57:35 UTC
1261176,1538838000,OK,0.033698,0.036553,0.033566,0.036074,39198.0,2500679.0,2018-10-13 07:57:35 UTC,2018-10-13 07:57:35 UTC
1261177,1538751600,OK,0.034341,0.035228,0.033507,0.033574,29098.0,2548299.0,2018-10-13 07:57:35 UTC,2018-10-13 07:57:35 UTC
1261178,1538665200,OK,0.034185,0.035196,0.033344,0.034262,37526.0,2536685.0,2018-10-13 07:57:35 UTC,2018-10-13 07:57:35 UTC
1261179,1538578800,OK,0.032879,0.035144,0.032761,0.034085,9522.0,2439691.0,2018-10-13 07:57:35 UTC,2018-10-13 07:57:35 UTC
1261180,1538492400,OK,0.034068,0.034432,0.032651,0.03284,13154.0,2527927.0,2018-10-13 07:57:35 UTC,2018-10-13 07:57:35 UTC
1261181,1538406000,OK,0.034341,0.03656,0.033951,0.034051,54002.0,2548113.0,2018-10-13 07:57:35 UTC,2018-10-13 07:57:35 UTC
1261182,1538319600,OK,0.034107,0.03595,0.03408,0.034438,27171.0,2530694.0,2018-10-13 07:57:35 UTC,2018-10-13 07:57:35 UTC
1261183,1538233200,OK,0.03372,0.034473,0.033006,0.034196,11621.0,2501991.0,2018-10-13 07:57:35 UTC,2018-10-13 07:57:35 UTC
