id,time_unix,symbol,slug,open,high,low,close,volume,marketcap,created_at,updated_at
955279,1544713200,STEEP,steepcoin,0.000134,0.000161,0.00013,0.000143,3.0,25998.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955280,1544626800,STEEP,steepcoin,0.000197,0.000201,0.000133,0.000134,76.0,24371.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955281,1544540400,STEEP,steepcoin,0.000171,0.000197,0.00014,0.000197,0.0,35760.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955282,1544454000,STEEP,steepcoin,0.000175,0.000194,0.000171,0.000172,17.0,31157.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955283,1544367600,STEEP,steepcoin,0.000209,0.000211,0.000114,0.000175,79.0,31797.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955284,1544281200,STEEP,steepcoin,0.000174,0.00023,0.000173,0.000209,26.0,38003.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955285,1544194800,STEEP,steepcoin,0.000159,0.000176,0.000159,0.000174,89.0,31585.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955286,1544108400,STEEP,steepcoin,0.000105,0.000255,0.000101,0.000159,76.0,28811.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955287,1544022000,STEEP,steepcoin,0.000187,0.000194,0.000106,0.000106,1.0,19149.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955288,1543935600,STEEP,steepcoin,0.000198,0.000198,0.000113,0.000187,1.0,34027.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955289,1543849200,STEEP,steepcoin,0.000194,0.000203,0.000135,0.000198,12.0,35899.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955290,1543762800,STEEP,steepcoin,0.000158,0.000208,0.000158,0.000194,14.0,35193.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955291,1543676400,STEEP,steepcoin,0.00021,0.000212,0.000148,0.000157,7.0,28578.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955292,1543590000,STEEP,steepcoin,0.000201,0.000216,0.000198,0.00021,4.0,38067.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955293,1543503600,STEEP,steepcoin,0.000172,0.000215,0.000168,0.000201,7.0,36412.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955294,1543417200,STEEP,steepcoin,0.000367,0.000381,0.000171,0.000171,15.0,31061.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955295,1543330800,STEEP,steepcoin,0.000191,0.000379,0.000171,0.000366,80.0,66400.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955296,1543244400,STEEP,steepcoin,0.000114,0.000191,0.000112,0.000191,12.0,34663.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955297,1543158000,STEEP,steepcoin,0.000156,0.000199,0.00011,0.000114,20.0,20639.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955298,1543071600,STEEP,steepcoin,0.000119,0.00016,0.000111,0.000155,39.0,28130.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955299,1542985200,STEEP,steepcoin,0.000176,0.000179,0.000116,0.000119,98.0,21639.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955300,1542898800,STEEP,steepcoin,0.000222,0.000224,0.00017,0.000176,41.0,31896.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
955301,1542812400,STEEP,steepcoin,0.000321,0.000324,0.00013,0.000224,550.0,40630.0,2018-12-15 12:12:56 UTC,2018-12-15 12:12:56 UTC
